id,x,y,deg
072_2,s4.156570123843818107465658,s1.141930191023044893623833,s158.38301608585266
072_3,s4.094893885035228537488094,s3.865152165308705180729379,s338.28472298938595
072_4,s3.556180474283681462729253,s0.2187037959547372851540922,s338.2600373944549
072_5,s0.3867820689446308427283348,s1.129271981204961075178006,s158.40228065607357
072_6,s2.001743239600445054038224,s3.609967307055474276809072,s158.34240436990524
072_7,s4.695037215032661574037924,s4.806917292780265869075733,s158.41231958984758
072_8,s3.079552745695086650893517,s4.802083669158906044289169,s158.35748873966818
072_9,s4.095420534339333114227451,s0.2187277354908617015343821,s338.36348514288676
072_10,s4.695434213710141391375417,s3.615838907646011294313450,s158.23636387289707
072_11,s0.3863361800151260395488626,s3.608024189680321556270679,s158.19299093601967
072_12,s2.002502987886625360406744,s4.799076354981280735296071,s158.36511094362163
072_13,s1.402267176565542209604069,s0.2155904688720663353521953,s338.31443848429444
072_14,s2.540830878211039245384596,s1.136058268189881094502857,s158.44987411330624
072_15,s3.017753369984506109731143,s3.864310079150200435501518,s338.2924092633341
072_16,s1.940719181143454445221669,s2.560251776272178652811924,s338.29346427803284
072_17,s1.402213020841952299410486,s1.387219486096621238449775,s338.3446279568818
072_18,s1.940581240583214723209480,s1.388349657761388060971864,s338.29127170733386
072_19,s2.479027632708586348074380,s2.560801362224795251991997,s338.2181148113068
072_20,s4.633160212424977884107886,s1.393705652491703000060528,s338.2493441277504
072_21,s3.556085520273005277727063,s2.562069384709355208460629,s338.22759985597247
072_22,s0.9250549059321986591903660,s2.302912023169811457412910,s158.25256063331528
072_23,s4.695292912338103228891288,s2.312510979518148519512747,s158.29883507562477
072_24,s3.017695105290640266705100,s0.2180720579868177411181782,s338.27119502360097
072_25,s0.8636420071593486854215129,s3.861702803004870916272210,s338.2752870734332
072_26,s1.402198493637476015637089,s2.559368762370155494163824,s338.29167441308306
072_27,s0.8637415716667362146902743,s0.2145195886556363071130056,s338.31073984801014
072_28,s1.940705329739960801847760,s3.862937574811787093717361,s338.2865900029999
072_29,s4.156671463073140679555551,s4.805152325336023433660259,s158.3586874551635
072_30,s4.094718142718768652820568,s1.393164835354411306488310,s338.31914392681347
072_31,s3.079433947933872269904645,s1.138259614970039763358727,s158.41679762192177
072_32,s0.3211799772507515172993970,s4.751687127644449079166615,s156.5872836676482
072_33,s1.402082434594325864810875,s3.862298895641976221055827,s338.2478080787984
072_34,s4.633190691768655149334659,s3.864464097518968203103489,s338.1013746477847
072_35,s1.463030509525911172760438,s3.608742689448570508730899,s158.34185611809357
072_36,s0.3849030358214213267883950,s2.301869729706663113915238,s158.2066033196354
072_37,s4.094256559003747446916776,s2.561774128921142067437549,s338.10240758785517
072_38,s2.479111603278927205787593,s1.389244872532583329056079,s338.2965811524134
072_39,s0.3251780221255114773581429,s0.2135500440923802167633509,s338.29333393253273
072_40,s2.540876886299566958450215,s3.611671109040537623061322,s158.35682965468868
072_41,s4.156902265514911923433994,s3.615458170399252303474130,s158.24202769882845
072_42,s2.002534817392202358739970,s2.305689074397728323173942,s158.35439169616973
072_43,s0.9241785261546339195515364,s4.795009866447731384234492,s158.50698014889792
072_44,s3.017709648449821149796381,s1.390302129223625180243729,s338.3265753661801
072_45,s4.633388469745223135052596,s0.2134858898044813647596423,s337.62852505293176
072_46,s3.556367938713873877039257,s1.391742292691789376716377,s338.3787805478171
072_47,s2.479131043200179862602749,s3.863615812363667228748348,s338.2538086623505
072_48,s0.3252068781931687492852861,s2.557532710249028145829661,s338.3061121682108
072_49,s4.632633648838624437223367,s2.560642897384082676902663,s338.0522682480016
072_50,s0.8636874752243292113009551,s2.558485524646716569102769,s338.2933942650311
072_51,s0.3257603750663915886363042,s1.384067093702417351407241,s338.5525659591599
072_52,s3.618088419698476474253587,s3.614557847675212243216659,s158.35037274453202
072_53,s0.3251876754106487647854295,s3.860873516580873359846922,s338.2976096392947
072_54,s3.017795019885551535605509,s2.561399339251683758563499,s338.3094050752345
072_55,s3.079587683200883476729616,s2.308423943809676581154440,s158.346748848958
072_56,s2.479327150556134547376946,s0.2171294309167038571391574,s338.32477828924164
072_57,s0.9248875859955115544091262,s3.608010393510723796986004,s158.20659815795273
072_58,s3.618043873909564791221871,s1.140175961230820512495965,s158.38759960968014
072_59,s1.464021203879084292037244,s2.304226170805779071792869,s158.3540721909268
072_60,s4.156599979919189334480642,s2.311310862302715125349232,s158.3528455248112
072_61,s3.556098008025399058015273,s3.864909374645693575595289,s338.2301946996772
072_62,s3.079451703015823245491916,s3.613041844961604063418123,s158.3613551628854
072_63,s3.618081077492300044909856,s2.309853795971848225582904,s158.35443974748054
072_64,s1.464064806411348049956818,s1.132330596912411311757175,s158.35542301043893
072_65,s2.002484564672613804337902,s1.133970570596715139758959,s158.38961343931408
072_66,s2.541098081216951732962989,s2.307072960881071527810991,s158.3376080426491
072_67,s0.9255375247862973353409757,s1.130835302485889979135634,s158.3600975003841
072_68,s1.940581997900936776498319,s0.2163480085350757576183551,s338.24148893937434
072_69,s2.541042496152757982012472,s4.800597099807226479643560,s158.35597168485245
072_70,s3.618056668462793653254595,s4.803595519230406246406618,s158.36127670820278
072_71,s4.695187332921355382592251,s1.143482099316981204255329,s158.34562507161218
073_0,s1.001373964946774993458017,s1.114251233757601929788675,s80.373285183111363
073_1,s1.023388313347292354384503,s1.782064739933626548064114,s80.373285183111363
073_2,s1.036687257560167593281604,s2.425857588000489089243763,s80.373285183111363
073_3,s1.030596222902037186359457,s3.066968395654309423122783,s80.373285183111363
073_4,s1.013721667016893817605112,s3.720128001029495487444370,s80.373285183111363
073_5,s1.016578130921537620319105,s4.383468705553620184360863,s80.373285183111363
073_6,s2.063532234407974554002136,s0.5343749432448043491243623,s80.373285183111363
073_7,s2.036457266834307695469952,s1.122187485099530100932840,s80.373285183111363
073_8,s2.019511258734096098355735,s1.770015015564909060755249,s80.373285183111363
073_9,s2.014223788756613204022245,s2.415866249832282087994500,s80.373285183111363
073_10,s1.997349232854303359691049,s3.069025855198822460239440,s80.373285183111363
073_11,s1.996740678235780551334185,s3.711925957349616199052554,s80.373285183111363
073_12,s1.940545081543561355241212,s4.389886639338974113661923,s80.373285183111363
073_13,s3.099556998089522275222585,s0.5311225724969551057856086,s80.373285183111363
073_14,s3.071529991711203564606149,s1.130138615280412454056219,s80.373285183111363
073_15,s2.997047782042098339332391,s1.760023708496244612829439,s80.373285183111363
073_16,s2.961644112284620079975344,s2.424870234508470631387115,s80.373285183111363
073_17,s2.981588912118258905856147,s3.086071092174807716509632,s80.373285183111363
073_18,s2.946371559399136299313743,s3.755463285421742527084973,s80.373285183111363
073_19,s2.914467275460012352885245,s4.400735175829563391097738,s80.373285183111363
073_20,s4.139476446605164397741375,s0.5264133679384634811848617,s80.373285183111363
073_21,s4.046787638191723464308245,s1.176126995901424090039774,s80.373285183111363
073_22,s3.954436632417534556945944,s1.827833366320445221550501,s80.373285183111363
073_23,s3.950275876951529705655677,s2.472973958646829674494085,s80.373285183111363
073_24,s3.938653703969568925858338,s3.155415644549122596296697,s80.373285183111363
073_25,s3.957792499096340965161089,s3.785860442299472908529594,s80.373285183111363
073_26,s3.920775485945549215687752,s4.403708831356564250376175,s80.373285183111363
073_27,s4.943272151437795513247308,s1.229043884303004158246417,s80.373285183111363
073_28,s4.943272151437370885392471,s1.877139064336557338637544,s80.373285183111363
073_29,s4.943272151436159709666266,s2.519655331034731585196148,s80.373285183111363
073_30,s4.943272151340467590102252,s3.145683999768440038035701,s80.373285183111363
073_31,s4.943272151425992297925073,s3.788200266487107031249512,s80.373285183111363
073_32,s4.943272151427551299490710,s4.395234954552664541110059,s80.373285183111363
073_33,s0.3101594032617267066080109,s0.3428245667884897353564213,s258.378883615292523
073_34,s0.2097209867590564670384749,s0.8678009506530861946425927,s260.378883615292523
073_35,s0.2097209867590775642989516,s1.549499992359744181394410,s260.378883615292523
073_36,s0.2097209867590460838086079,s2.201680923285703300735375,s260.378883615292523
073_37,s0.2097209867590479400002905,s2.838949914563706728409519,s260.378883615292523
073_38,s0.2097209867590423524407946,s3.481466181379108745474093,s260.378883615292523
073_39,s0.2097209867590564992187685,s4.146608551833935671756685,s260.378883615292523
073_40,s1.200587953740367241212556,s0.3450762678820146562354984,s260.378883615292523
073_41,s1.173495004828220424411323,s0.9329141343366635279496135,s260.378883615292523
073_42,s1.186817135151594389616598,s1.549451096479695102193109,s260.378883615292523
073_43,s1.198636006253389578852390,s2.184512797519908018002469,s260.378883615292523
073_44,s1.193348552556360361515358,s2.830364035543877364285035,s260.378883615292523
073_45,s1.176473996670413085495266,s3.483523640914213517173190,s260.378883615292523
073_46,s1.175865442080315839240718,s4.126423743071573283098949,s260.378883615292523
073_47,s2.234303656237971964891186,s0.3450762678820272825496795,s260.378883615292523
073_48,s2.208578304725060346351153,s0.9408503739308312310227146,s260.378883615292523
073_49,s2.181460011430279958162798,s1.528670248694418911193462,s260.378883615292523
073_50,s2.176172543256911419737215,s2.174521493611395311312417,s260.378883615292523
073_51,s2.164085901444773106849729,s2.855925637421829627732883,s260.378883615292523
073_52,s2.164191478147198906070491,s3.503038494682466596060674,s260.378883615292523
073_53,s2.105336184922954349152920,s4.165309275070920855725610,s260.378883615292523
073_54,s3.270879750190552848061133,s0.3450762678820030842147590,s260.378883615292523
073_55,s3.241831493372266214198528,s0.9380678192539699903993723,s260.378883615292523
073_56,s3.168965065669530435522044,s1.577484623979092198118108,s260.378883615292523
073_57,s3.133561396258595447476100,s2.242331152041567845762182,s260.378883615292523
073_58,s3.153709951889548986883236,s2.904733992103904364314681,s260.378883615292523
073_59,s3.117778467856188470854319,s3.569913430280786871374036,s260.378883615292523
073_60,s3.081180630961175312529687,s4.187497431055331935014729,s260.378883615292523
073_61,s4.311597486378829557068190,s0.3450762678820087796234011,s260.378883615292523
073_62,s4.210541331801001930430995,s0.9454298141965416666222827,s260.378883615292523
073_63,s4.126557670744818115672467,s1.646496257724968841552939,s260.378883615292523
073_64,s4.122396915278826967836687,s2.291636850057892547559082,s260.378883615292523
073_65,s4.103258120136862481041193,s2.929736987726673087074340,s260.378883615292523
073_66,s4.122396915269308024254846,s3.560181785509881219085863,s260.378883615292523
073_67,s4.088224887740943149760260,s4.194813121018112000625104,s260.378883615292523
073_68,s0.2097209867590375593220326,s4.807920857155886510796101,s260.378883615292523
073_69,s1.094915407481184789462959,s4.808994314107253048523928,s259.378883615292580
073_70,s2.017793767596262957044421,s4.808994314124168694489442,s259.378883615292523
073_71,s3.055323405077063407279687,s4.807920857126984454670264,s260.378883615292523
073_72,s4.072477929834051287671252,s4.808994314126355982397585,s259.378883615292580
074_0,s0.9973461372466860562878165,s1.120460371074573569368101,s80.37328518311136
074_1,s1.030596173251735499231282,s1.786587836624909593145446,s80.37328518311136
074_2,s1.030596222943371465865671,s2.429104138613496770700774,s80.37328518311136
074_3,s1.015370431937071627512584,s3.081223813612768160907646,s80.37328518311136
074_4,s1.018496893323042111671607,s3.742183489521192909319149,s80.37328518311136
074_5,s1.017048701403891813665785,s4.401836461098222496209221,s80.37328518311136
074_6,s2.076836443871961670404041,s0.5279141001393863132067972,s80.37328518311136
074_7,s2.013822007261833280396497,s1.133115821760018509089582,s80.37328518311136
074_8,s2.013822046749797210334341,s1.775632063555794294479580,s80.37328518311136
074_9,s1.987653566307259717674861,s2.434653653501979115712236,s80.37328518311136
074_10,s2.001423841820959632943367,s3.086948309490815017174450,s80.37328518311136
074_11,s1.997491175575428295502898,s3.731945038432096097984736,s80.37328518311136
074_12,s1.931073648823836600961908,s4.416353028672114164512415,s80.37328518311136
074_13,s3.094340991330363149977986,s0.5574761164218286034108152,s80.37328518311136
074_14,s3.006818321291003118210684,s1.179797169574575923659846,s80.37328518311136
074_15,s2.980649835468001712292193,s1.838818762914397350676383,s80.37328518311136
074_16,s2.980649842238777453275615,s2.481335034424517532099165,s80.37328518311136
074_17,s2.990487451506944126513012,s3.136110152652495588756353,s80.37328518311136
074_18,s2.982384999675972193780877,s3.783736902817100018137962,s80.37328518311136
074_19,s2.904572427453070923263816,s4.417460172046853607275190,s80.37328518311136
074_20,s4.047424417460532209167047,s0.5949478817747490223000863,s80.37328518311136
074_21,s3.973646111399517445014434,s1.242983877134799981652184,s80.37328518311136
074_22,s3.973646111399519436921041,s1.885500143836935933680833,s80.37328518311136
074_23,s3.973646113038104534973160,s2.528016418584096889766417,s80.37328518311136
074_24,s3.975457500922686712820749,s3.181218304022825175516094,s80.37328518311136
074_25,s3.973059501000480463006400,s3.824162946206399337382922,s80.37328518311136
074_26,s3.934137514014135810393988,s4.413984134059497624427804,s80.37328518311136
074_27,s4.961305750875305415904880,s0.6156674671054408529781694,s80.37328518311136
074_28,s4.961305750875305415904880,s1.258183733807577645236884,s80.37328518311136
074_29,s4.961305750875305415904880,s1.900700000509717714246515,s80.37328518311136
074_30,s4.961305750875305415904880,s2.543216267630778443302535,s80.37328518311136
074_31,s4.961305750875305415904880,s3.185732534332916682555405,s80.37328518311136
074_32,s4.961305750875305415904880,s3.826033786576058220324092,s80.37328518311136
074_33,s4.961305750875305415904880,s4.433068474642757964036961,s80.37328518311136
074_34,s0.3233418078304274535293469,s0.3450762679059189361590539,s260.3788836152925
074_35,s0.2097209867897782179862186,s0.8714699649763287917305329,s260.3788836152925
074_36,s0.2097209867897782179862186,s1.558569324303404668124083,s260.3788836152925
074_37,s0.2097209867897782179862186,s2.201085657634144848852681,s260.3788836152925
074_38,s0.2097209867897782179862186,s2.843601924336280415421623,s260.3788836152925
074_39,s0.2097209867897782179862186,s3.506533562502841869567713,s260.3788836152925
074_40,s0.2097209867897782179862186,s4.165273111697647619770981,s260.3788836152925
074_41,s1.209305214908567750299546,s0.3450762679059189361590539,s260.3788836152925
074_42,s1.166526445326084407580279,s0.9217755058013723868798921,s260.3788836152925
074_43,s1.192946771108240782946334,s1.547613607482802404200857,s260.3788836152925
074_44,s1.192946810596204704295688,s2.190129849278578358968083,s260.3788836152925
074_45,s1.180548605667364901703635,s2.858929828511464017823165,s260.3788836152925
074_46,s1.180548605667367433099924,s3.501446095213599470513673,s260.3788836152925
074_47,s1.176615939421835371729193,s4.146442824154880076585008,s260.3788836152925
074_48,s2.248703084848205096467314,s0.3450762679059189361590539,s260.3788836152925
074_49,s2.185943045649447243316131,s0.9517787135015837368987413,s260.3788836152925
074_50,s2.185943085137410984873850,s1.594294955297359903118241,s260.3788836152925
074_51,s2.159774606085183578444759,s2.253316553445165707892373,s260.3788836152925
074_52,s2.173544881598882578013899,s2.905611209434002201603411,s260.3788836152925
074_53,s2.169612215353351198137500,s3.550607938375279619705865,s260.3788836152925
074_54,s2.094332032195462958778788,s4.182733946342976973053382,s260.3788836152925
074_55,s3.261196384040923264032036,s0.3450762679059189361590539,s260.3788836152925
074_56,s3.178939361068926924888208,s0.9984600695177625742037046,s260.3788836152925
074_57,s3.152770875245925430592417,s1.657481662857584227986305,s260.3788836152925
074_58,s3.152770882016701471290827,s2.299997934367703857341739,s260.3788836152925
074_59,s3.161592293404426273793694,s2.948778366901598033528396,s260.3788836152925
074_60,s3.153323816382774082696856,s3.595425712508701520671188,s260.3788836152925
074_61,s3.074068161265934273524610,s4.220636044892027208433819,s260.3788836152925
074_62,s4.207927729266230895515678,s0.3450762679059189361590539,s260.3788836152925
074_63,s4.140430514721714114312684,s1.030165252828225097698868,s260.3788836152925
074_64,s4.140430514721716598982402,s1.672681519530363163605484,s260.3788836152925
074_65,s4.140430515034147373879068,s2.315197786454363398270599,s260.3788836152925
074_66,s4.140430514721715823344804,s2.957714053353563681151327,s260.3788836152925
074_67,s4.137859327099183619128099,s3.599637038387959527261831,s260.3788836152925
074_68,s4.106258487189824272322949,s4.232646641107289248122708,s260.3788836152925
074_69,s0.2097209867897782179862186,s4.825954456623722818433930,s260.3788836152925
074_70,s1.088978383161066251519517,s4.825954456623722818433930,s260.3788836152925
074_71,s2.057678979921084587684328,s4.825954456623722818433930,s260.3788836152925
074_72,s3.037708943743271012795614,s4.825954456623722818433930,s260.3788836152925
074_73,s4.046768422493147401321565,s4.825954456623722818433930,s260.3788836152925
075_0,s1.078315805493819032005547,s0.5264115216270470953556104,s80.37328518311136
075_1,s1.048737057182391771463710,s1.168726385055366263347843,s80.37328518311136
075_2,s1.030594300399582846060070,s1.807056350690890832660995,s80.37328518311136
075_3,s1.030594300399583027316652,s2.449572617204349730242811,s80.37328518311136
075_4,s1.020892815040743228847165,s3.098207930337526297750287,s80.37328518311136
075_5,s1.022884903516743948917409,s3.752475874532908030341824,s80.37328518311136
075_6,s1.018100770450069897724429,s4.408346730258370314129889,s80.37328518311136
075_7,s2.110611952310517464446344,s0.5382735172283000062533648,s80.37328518311136
075_8,s2.030603616191358764229608,s1.164239823049867566846218,s80.37328518311136
075_9,s2.020820183526471508609480,s1.799499115646943261643306,s80.37328518311136
075_10,s1.999814096126522870335590,s2.449505269943881806374196,s80.37328518311136
075_11,s2.005626830283915035656643,s3.096149225530424988524518,s80.37328518311136
075_12,s1.999259650947047547662104,s3.742681481942058442534184,s80.37328518311136
075_13,s1.938390803901132909180360,s4.423589736793985265924299,s80.37328518311136
075_14,s3.108962703836492864854065,s0.5684473307300181065982235,s80.37328518311136
075_15,s3.012405477634800101399048,s1.195340419845044899673555,s80.37328518311136
075_16,s2.990234049501615017009577,s1.851840900426136124276041,s80.37328518311136
075_17,s2.992810360515058657957003,s2.496186639084813893765251,s80.37328518311136
075_18,s2.992255923141144546339038,s3.146846572802566767201851,s80.37328518311136
075_19,s2.978100308694768566589784,s3.798291251979060518898783,s80.37328518311136
075_20,s2.929297088876806114141490,s4.425231048719943417936147,s80.37328518311136
075_21,s4.040219649534817123488187,s0.6075394331755480339713891,s80.37328518311136
075_22,s3.983230311602375976824265,s1.256005989557729788557034,s80.37328518311136
075_23,s3.983230313890149716513969,s1.898522269567068512554375,s80.37328518311136
075_24,s3.984058608918050464905196,s2.543970539530171813197893,s80.37328518311136
075_25,s3.983682002730178007757078,s3.186724343980929689557072,s80.37328518311136
075_26,s3.981587885479651649793619,s3.816887134592870408707001,s80.37328518311136
075_27,s3.943491915773989961873744,s4.428370580142158408069017,s80.37328518311136
075_28,s4.967067538051863122180877,s0.6061406582402241119902623,s80.37328518311136
075_29,s4.967067538051863122180877,s1.248656924753684371331403,s80.37328518311136
075_30,s4.967067538051863122180877,s1.891173191267147009841281,s80.37328518311136
075_31,s4.967067538051863122180877,s2.534194426962045670309398,s80.37328518311136
075_32,s4.967067538051863122180877,s3.176710693475504385293207,s80.37328518311136
075_33,s4.967067538051863122180877,s3.819226960320478937113268,s80.37328518311136
075_34,s4.967067538051863122180877,s4.426261661397958672140932,s80.37328518311136
075_35,s0.2097191445589620729399840,s0.3450743786321185433268819,s260.3788836152925
075_36,s0.2097190640251535696320109,s0.9521511389833013802545215,s260.3788836152925
075_37,s0.2097190640251535696320109,s1.579037869850342950741636,s260.3788836152925
075_38,s0.2097190640251535696320109,s2.221554136363801546122562,s260.3788836152925
075_39,s0.2097190640251535696320109,s2.864070402877260406640183,s260.3788836152925
075_40,s0.2097190640251535696320109,s3.519594822942509357735950,s260.3788836152925
075_41,s0.2097190640251535696320109,s4.172448168236619452672000,s260.3788836152925
075_42,s1.250436838003109770171585,s0.3450743786321185433268819,s260.3788836152925
075_43,s1.211947067366204900634320,s0.9348219428342296758141627,s260.3788836152925
075_44,s1.194141504104092155114469,s1.575141057643907402176773,s260.3788836152925
075_45,s1.193259503664625871148212,s2.212454286915891712438827,s260.3788836152925
075_46,s1.184751606819110949102043,s2.868130736547351170236663,s260.3788836152925
075_47,s1.184751593909485120667407,s3.510647011203335819681015,s260.3788836152925
075_48,s1.178384414572617891512583,s4.157179267614969613108366,s260.3788836152925
075_49,s2.280722181351046448351498,s0.3450743786321185433268819,s260.3788836152925
075_50,s2.199257284202449531043781,s0.9624482383033916826346852,s260.3788836152925
075_51,s2.191530198862898470243533,s1.609838195735066706621045,s260.3788836152925
075_52,s2.171935132994257380833209,s2.268168152659990639839089,s260.3788836152925
075_53,s2.177747866103581997493272,s2.914812102063844280335312,s260.3788836152925
075_54,s2.171380686766714110829124,s3.561344358475477148196759,s260.3788836152925
075_55,s2.103412417646479122379030,s4.200372183576155683809598,s260.3788836152925
075_56,s3.273957974914248148419921,s0.3450743786321185433268819,s260.3788836152925
075_57,s3.184526506621326642842190,s1.014003256068865242422299,s260.3788836152925
075_58,s3.162355086369349540009401,s1.670503783142245076139063,s260.3788836152925
075_59,s3.164931397382792926813062,s2.314849521800922565468872,s260.3788836152925
075_60,s3.163183372543621723789687,s2.958468325203082952476748,s260.3788836152925
075_61,s3.146933640650243813644874,s3.597559528601983086620937,s260.3788836152925
075_62,s3.096797631364992290084008,s4.216637024007114919367650,s260.3788836152925
075_63,s4.198588165904423132447536,s0.3450743786321185433268819,s260.3788836152925
075_64,s4.146192301677435769637110,s1.020638443913134811102769,s260.3788836152925
075_65,s4.146192301677436334946051,s1.663154710426597047826689,s260.3788836152925
075_66,s4.146568907865306539945375,s2.305938408184198692735246,s260.3788836152925
075_67,s4.146192301677433229641952,s2.948692212634956004612188,s260.3788836152925
075_68,s4.146192301924679713066612,s3.591208479323985531483826,s260.3788836152925
075_69,s4.112020280768696564402680,s4.225839816330077944557886,s260.3788836152925
075_70,s0.2097190640251535696320109,s4.831716277377874201406789,s260.3788836152925
075_71,s1.089903612862112566322434,s4.831716277377874201406789,s260.3788836152925
075_72,s2.073696715114990977576067,s4.831716277377874201406789,s260.3788836152925
075_73,s3.074285316213770860159519,s4.831716277377874201406789,s260.3788836152925
075_74,s4.107000654189671679184335,s4.831716277377874201406789,s260.3788836152925
076_0,s2.855746555449630129024278,s3.072890525989812032097124,s168.31217486584296239016
076_1,s1.607433871605341773459772,s4.991104586500183442480273,s168.31756235965963242052
076_2,s2.220637371799833633891448,s3.015683297621798569785228,s168.31063660917936886108
076_3,s0.3388973455143549726849601,s2.981883806223093315993381,s168.28435475829417100613
076_4,s2.217054151140151035602806,s4.991122124074497887207784,s168.31901661218273602572
076_5,s0.3389514010220934271691223,s1.978779179884740389501809,s168.32781212545432936167
076_6,s0.3389016622073809676529937,s4.991063694269155493267562,s168.28783086105681832123
076_7,s3.439832468062024136564444,s1.052529654686030779333103,s168.33874954520331357344
076_8,s4.671713893621918399845759,s1.129785889587092648569814,s168.25153836340086854761
076_9,s1.545953384689410558049592,s1.985868449531856741795688,s168.29217426381376299105
076_10,s0.3389265741178092913885934,s3.981102407045089360336729,s168.30794797768760417966
076_11,s4.063342053678668540366726,s2.063278939082062894871946,s168.31402315777711464762
076_12,s2.858290062013507680513103,s4.052912392960980719414843,s168.31371060533683703397
076_13,s2.207351800570231295519551,s2.037803323877753937029078,s168.32371290208516256826
076_14,s1.542427634275074239952340,s1.035730059784277406682253,s168.32645150168923464662
076_15,s1.596028793786034662145875,s3.968131769574190228009583,s168.31970982703421668703
076_16,s3.468990616020216667666442,s3.097165980386065968138585,s168.31039998692153858428
076_17,s2.803523763538697019530965,s1.032943290624612172821826,s168.32671221596797295206
076_18,s4.057439925279899033818284,s3.103120024459390382735499,s168.31753332591199523449
076_19,s0.9306004395297961945308951,s1.980068936659419669834515,s168.34369722385110890173
076_20,s4.671826486876035657707455,s2.141020748024781554000870,s168.30244408545308942848
076_21,s3.439750439732487761332946,s2.062520674275717667490692,s168.31867523117455220927
076_22,s4.671894092249526985948825,s4.160845503832075182105673,s168.30538262717482211883
076_23,s4.671883825326425508646374,s3.151059732330103248074070,s168.31654274894947320718
076_24,s0.8621926303604574796216914,s0.9733852861890337996425398,s168.29797629472921016713
076_25,s3.490314373671932257621897,s4.126593823540647324943698,s168.31610804283650395519
076_26,s2.213666636082317748164785,s3.982028783289790260096527,s168.32365112620914260333
076_27,s0.9625592599526285528235976,s4.991124304613059657969037,s168.31402358268883290293
076_28,s4.083410223705389044403165,s4.154799844643233036094326,s168.32012970607672741608
076_29,s2.841347622880959340045339,s2.058461629139126633152612,s168.31603879700151082943
076_30,s0.9648880202480552836741855,s2.997093042340393779713761,s168.33767131131833139079
076_31,s2.840625957676306228077841,s4.991169118800985817636908,s168.39941485641179497179
076_32,s0.9655683781105926250680373,s4.008127619629280753361210,s168.31369727524872814683
076_33,s1.584129389379004423928929,s2.956366944763512291662503,s168.31884388245146055851
076_34,s2.176885053959704224498120,s1.052749391522007920907504,s168.32827932586360475398
076_35,s4.063141749999761270788817,s1.052789912031115432749312,s168.30181669362195862050
076_36,s4.270848274062122331561257,s4.320420500548007446306019,s348.35496943900989208487
076_37,s4.859327465740593833199456,s3.316546583296564681963182,s348.30403247719459614018
076_38,s4.859331099394233712680824,s1.295106842885223022781222,s348.26658784473033847462
076_39,s3.656406256136795283882619,s3.262628982538205935079350,s348.31127035291081028845
076_40,s3.074121315475258653732765,s4.212665707432260608222179,s348.34959764103609813901
076_41,s1.152307158115504163304620,s3.162656317823042002520230,s348.31403647658510180918
076_42,s1.166486738312597509080361,s4.170813329455742885993849,s348.30598537212085830106
076_43,s4.249786661374285564458084,s0.2073523341010041504790158,s348.30021357731743592012
076_44,s4.244837696823840740916143,s3.268618110404657686042823,s348.32147870184144267114
076_45,s1.771774231230493254482713,s1.193467670560586653062811,s348.51477781719950144179
076_46,s3.003967980634878423557792,s0.2073365008305741476181201,s348.32657907208772485319
076_47,s1.142493548653599023255129,s2.140578772927375278409982,s348.33631071034233173123
076_48,s1.790525437756113088034730,s2.139579746558877960602084,s348.32091039747353988787
076_49,s1.741066633912830655465927,s0.2073327247556781653661490,s348.33323967823821476486
076_50,s3.627165072944116816500132,s2.228008677436297277703160,s348.31405829421419184655
076_51,s0.3875318476887175626179954,s0.2075942388385629763759619,s347.89445148202662494441
076_52,s1.112053354764198333932208,s1.125933213451814685072458,s348.25638505171059478016
076_53,s4.859321098145594809012962,s4.326297620033381353261319,s348.30747227560277679004
076_54,s3.038690210330897241080595,s2.221889574414912853212509,s348.31136723430586243921
076_55,s4.819748077882470466830632,s0.2397512171612925357305197,s348.10345192828117433237
076_56,s3.063297367726767536991586,s3.234196028436313220466323,s348.30724577087244142604
076_57,s4.250755989770426589158937,s2.228766275615938017438420,s348.31845848597413350944
076_58,s3.627068308721561985113361,s0.2073296328594638679404898,s348.33897119142238807399
076_59,s3.677793556842507975006969,s4.292340021991840502340808,s348.38689118347497242212
076_60,s2.363842357483541985889631,s0.2073358486423261676284017,s348.32771263346785417525
076_61,s1.783441948887206690915989,s4.133625861577020109066148,s348.32199920262473824550
076_62,s0.4271164935748851948513395,s1.063470246261681550689061,s348.31698044240681610972
076_63,s2.428137997826949641755586,s3.176993954041419194670956,s348.31201662149692310777
076_64,s0.5263504373434251815126450,s4.146570068490242162370750,s348.31204260574463660305
076_65,s2.425598367443500042246443,s2.196942117778693064761777,s348.31236706588185825240
076_66,s1.103064724774227622907394,s0.2073491896594215483401574,s348.30577028684092510957
076_67,s0.5303616638516400697719951,s2.143519326663248137847153,s348.30041967989916429360
076_68,s4.859354836984998789532281,s2.306465449429375084118619,s348.28014107343483374279
076_69,s3.008074539051138581587662,s1.194917484851526297622139,s348.31828412995253074769
076_70,s0.5327051292030551814949451,s3.146047696153840098069763,s348.30848785474472606438
076_71,s3.627272716156727196467849,s1.218093336443996867541766,s348.31370666502130006847
076_72,s2.406025506416500533283001,s1.209646069421084815453079,s348.32178732307852442318
076_73,s2.404648105764245461306146,s4.146798178674634438241248,s348.31514187037259944191
076_74,s4.250609828150740624604720,s1.218269473366463587212846,s348.31524611054987872194
076_75,s1.780963732351341640565768,s3.119906594606507222941860,s348.32000545836058336135
077_0,s1.116760506885803493217071,s0.5301463051485805886826560,s78.322295704520272
077_1,s1.055880571767392995860810,s1.141760322308372911614098,s78.322295704520272
077_2,s1.019945585477959923817444,s1.789648577470524010247428,s78.322295704520272
